,13,16,15,18,17
DEFB114,0,0,0,0,0
RP11-736K20.5,0.496256,0.82191,2.41207,0.6163,0.512979
RP11-121A8.1,0,0.0111167,0,0,0
AP000654.5,0,0.0931897,0,0,0
AP000654.4,0,0,0.033197,0,0
SIDT1,0.206798,0.415437,0.517952,0.545308,0.664113
KRT89P,0,0,0,0,0
OR7E13P,0,0.0402423,0.153493,0.0843675,0
CRYGC,0,0,0,0,0
OR7E2P,0.0701233,0,0,0,0
RP11-234N17.1,0,0.696704,0,0,0
RP11-736K20.4,0.0266446,0.0238934,0.0650705,0.043872,0.120561
RP5-896L10.1,0,0,0,0.0113578,0
DEFB113,0,0,0,0,0
PRSS23,224.346,118.331,158.751,281.442,348.985
RP11-810K23.9,0,0,0,0,0
DEFB110,0,0,0,0,0
RP11-502H18.2,0,0,0,0,0
C1orf68,0,0,0,0,0
MOV10L1,0,0,0.117413,0,0
LDAH,4.56495,7.65637,5.3609,4.38751,4.58759
ENSG00000276433,0,0,0,0,0
RP1-43O17.1,0,0,0,0,0
ATP7A,4.63487,3.58972,2.17175,1.50819,3.44887
RP1-43O17.2,0,0,0,0,0
ENSG00000232940,24.5393,35.9537,35.3714,35.4137,33.0691
FZD4,0.942101,1.14744,4.13243,2.09705,2.5404
RP11-66B24.7,0.628333,0.257076,0.256901,0.931606,0.994705
EIF2S2P5,0,0,0,0,0
AC009970.1,0,0,0,0,0
TMEM62,4.93319,10.0534,8.81752,5.21157,6.08818
KRT85,0,0,0,0,0
RP11-66B24.8,3.16e-31,0.0481058,0.146352,0.155552,8.13e-45
KPRP,0,0,0,0,0
BCL11A,0.180534,0,0.616966,0.513251,0.213756
RP11-736K20.6,0.0366553,0.189683,0.725232,0.0781942,0.448896
RP11-66B24.2,0.192681,0.203695,0.453384,1.87627,2.19002
PPIL2,6.39626,9.55663,9.6614,8.09588,9.57048
SIDT1-AS1,0,0,0,0,0
HNRNPCP8,0,0,0,0,0
ENSG00000223501,27.5569,33.9424,35.6733,38.9603,33.214
REC8,2.06663,0.945662,1.65969,2.26187,2.76443
RP11-66B24.9,0,0,0,0.0567784,0
RP11-505E24.2,1.21e-144,8.83e-128,5.21e-76,8.12e-252,5.91e-128
SYCP2,0.250144,0.203784,0.384232,0.695688,1.62362
RP11-231E4.3,0,0,0,0,0
GLO1,195.557,289.021,237.631,234.871,205.895
BTBD16,0.0391832,0.066277,0.0190466,0.086441,0.0617507
LRRK1,2.27274,2.56125,3.35433,2.38793,3.69873
RP11-810K23.10,0,0,0,0,0
RP13-577H12.3,0,0,0,0,0
ENSG00000238126,0,0,0,0,0
LINC01998,0,0,0.0146217,0,0.0516072
MYOF,164.698,195.418,222.269,169.046,191.35
DEFB112,0,0,0,0,0
TMEM97,22.6406,55.2341,53.0733,22.2297,20.2425
RP11-651P23.4,0.0277545,0.216034,0,0.361431,0.191902
ZNF519P2,0,0,0,0,0
ADAM29,0.0483239,0,0.0152481,0,0
RP11-651P23.2,0,0,0,0,0
GSR,36.6792,38.4259,29.8642,38.4953,41.1393
RP11-651P23.5,0,0,0,0,0
NPM1P29,0.142599,0,0,0,0
ENSG00000213987,0,0,0,0,0
ENSG00000275368,0,0,0,0,0
RP11-167H9.5,0,0,0,0,0
RP11-63E16.1,0,0,0,0.100159,0
RP11-399E6.1,0,0,0,0,0
RP11-167H9.4,0,0,0,0,0
ENSG00000277267,0,0,0,0,0
ENSG00000228738,0,0,0,0,0
RP3-477O4.14,1.61e-277,0.102908,0.267915,2.93e-89,0.304333
RP3-521E19.3,0,0,0,0,0
NCBP2,68.7731,61.8266,57.785,70.2424,64.7399
RP3-521E19.2,0,0,0,0,0
RNF13,23.3529,28.1817,30.1512,23.1026,24.1681
NF1P1,0,0,0,0,0
TMEM135,32.8668,27.0534,37.5915,26.0031,27.3899
IFT20,31.4175,19.5536,17.0812,25.9637,22.1577
RP1-78O14.1,0.272046,0.16623,0.278396,0.284382,0.991867
ENSG00000229901,0.188468,0.347305,0,0,0.140075
ENSG00000229597,0,0,0,0,0
ABCC5-AS1,0,0,0,0,0
HECTD4,4.46122,9.88054,9.10142,8.66436,14.1477
ENSG00000204060,0.446463,0.980099,1.85851,0.643743,1.21125
RP11-390N6.1,0,0,0,0,0
LCE1F,0,0,0,0,0
RP11-359M6.2,0,0,0,0,0
RP13-131K19.1,0.654619,0.0987761,0,0,0.0960055
ELOBP1,0,0,0.288396,0,0
TPRX2P,0,0,0,0,0
ENSG00000274465,0,0,0,0,0
CBX1P4,0,0,0,0,0
CRX,0,0,0,0,0
UBBP4,0.112818,0.615238,0.183281,0.113877,0.108951
WDR6,36.0269,44.007,64.2963,53.6391,56.8387
LCE1E,0,0,0,0,0
CH507-145C22.3,0,0,0,0,0
RP5-1000K24.2,0.473555,0.25424,0.138326,0.872674,0.530839
CH507-154B10.1,0,0.168929,0,0,0
AL031601.4,0,0,0,0,0
PGAM4,0,0,0,0.0442629,0.0479034
CCNL2P1,0.0859025,0.0266351,0,0.0597626,0.06497
MYBPH,0,0,0.108134,0,0
OR4S1,0,0,0,0,0
AC009227.3,0,0,0,0,0
LCE1D,0,0,0,0,0
AC000120.7,3.07e-294,0.0323412,0.101052,1.78848008895623e-317,4.7e-269
AC061961.2,0,0,0,0,0
RPS7P7,0,0,0,0.0738638,0
RP13-577H12.2,0,0,0,0,0
ENSG00000237710,0,0,0,0,0
RP11-589M4.1,22.112,26.3729,31.6426,28.7148,33.4042
ENSG00000274271,0,0,0,0,0
ENSG00000276447,0,0,0,0,0
GNPNAT1,33.2425,43.1811,39.8731,31.0352,38.4399
KANK4,0,0.00483987,0.0158523,0,0
KCNJ3,0,0.0201747,0,0,0
OR4C3,0,0,0,0,0
RP11-85B7.5,0,0,0,0,0
KRIT1,18.9589,23.8721,17.4208,19.3568,15.7458
RPL23AP2,0,0.15565,0,0,4.81e-08
OR4C2P,0,0,0,0,0
AD000091.3,0,0,0,0,0.224877
FAM83E,0.103423,0,0,0.086998,0.247441
CTD-2287N17.1,0,0,0,0,0
NCBP2-AS1,0.522163,0.160496,0,0.207924,0.239089
OR4C5,0,0,0,0,0
CTD-2383I20.1,0,0,0,0,0
OR4C4P,0,0,0,0,0
ENSG00000276976,0,0,0,0,0
RP1-60N8.1,0,0,0,0,0
LINC02063,0,0,0,0,0
ENSG00000277800,0,0,0,0,0
OR4C10P,0,0,0,0,0
NHS-AS1,0,0,0,0,0
RP11-397G17.1,0,0,0,0,0
CBX3P6,0,0,0,0,0
OR4C9P,0,0,0,0,0
ENSG00000275262,0,0,0,0,0
SPACA4,0,0,0,0,0
AC092625.1,0,0,0,0,0
NHS,2.78052,3.01319,3.37405,2.60367,5.63908
CMTM7,138.819,122.959,100.962,166.127,104.773
ENSG00000105609,0.00833493,0.00926028,0.0384609,0.0192872,0.0267558
CTD-2021H9.1,0,0,0,0,0
MTCO1P45,0,0,0,0,0
AC138517.5,0,0,0,0,0
RP11-191F9.4,0,0,0,0,0
OR4R1P,0,0,0,0,0
AD000091.2,0,0,0,0,0
RP11-191F9.2,0,0,0,0,0
ZNF767P,2.45931,2.85593,2.51629,1.94018,1.63358
MTND2P20,0,0,0,0,0
NCOA4P4,0,0,0,0,0
DNAJB5P1,0,0,0,0,0
KRT18P19,0,0,0,0,0
CTD-2021H9.3,0,0,0,0,0
CTD-2021H9.2,0,0,0,0,0
RP11-191F9.3,0,0,0,0,0
LYPLA2P3,0,0,0,0,0
RP11-159H20.3,0,0,0,0,0
OR4A47,0,0,0,0,0
RAB25,0,0,0,0.0253129,0
FOXB2,0,0,0,0,0
OR4A48P,0,0,0,0,0
OR4A46P,0,0,0,0,0
RP11-565F19.4,0,0,0,0,0
ATP5J2P3,0,0,0,0,0
RP11-85B7.4,0,0,0,0,0
AC087501.1,0,0,0,0,0
ENSG00000187187,1.40279,1.259,1.62457,1.59613,2.1728
MAGOHB,24.1339,27.561,24.3475,11.7622,26.0569
H1F0,90.1084,54.9718,98.9933,81.8749,78.5134
RP11-565F19.3,0,0,0,0,0
STX8,49.5043,54.7086,42.4807,47.0513,45.3874
OR4A40P,0,0,0,0,0
RP11-468E2.10,0.741147,0.460219,0.337786,1.06557,1.02223
THAP4,15.0389,12.1671,14.4915,18.8139,12.9723
RP3-389A20.5,0,0,0,0,0
MDP1,2.89466,2.69544,4.94279,6.17032,7.45564
AC073842.19,0.292822,0.448919,0,0,0
RPL7P60,1.34e-08,2.92e-08,0,0,0
ZFP62,1.70999,4.90697,4.32265,1.69571,2.4649
ENSG00000275732,0,0,0,0,0
RP11-214D15.2,0,0,0,0,0.123704
RP11-524K22.1,0,0,0.491667,1.29355,0
BEND7,29.5853,37.0401,27.5062,41.7313,42.1735
RP1-28O17.1,0,0,0,0,0
EDN2,0.0301689,0.870227,0.814683,0.240068,0.413922
TNFRSF11A,0.840732,1.67348,2.07391,1.07945,2.56484
TMEM200A,0,0.00878722,0.0248128,0,0
CMTM6,51.9371,59.0198,53.6224,49.839,50.0311
ENSG00000206308,0,0,0,0,0
IRAK4,8.20965,7.60376,5.60357,6.06131,6.94618
RP11-648O15.2,0,0,0,0.0643379,0
AC093698.4,0,0,0,0,0
RP11-777F6.3,0.273269,0.270103,0.216391,0.180981,0.133294
XIAPP2,0,0,0,0,0
RP11-102N11.1,0,0,0,0,0
RP11-680L20.1,0,0,0,0,0
ENSG00000226879,0,0,0,0,0
B4GALNT2P1,0,0,0,0,0
AC114973.1,0,0,0,0,0
RP3-416H24.4,0,0,0,0,0
RPL7AP60,0,0.0821638,0,0,0
ENSG00000229685,0,0,0,0,0
KRT82,0,0,0,0,0
AC079781.5,0,0,0,13.8056,0
RP11-191F9.1,0,0,0,0,0
AL031601.5,0,0,0,0,0
RP11-101B14.4,0,0,0,0,0
SMLR1,0,0.0295434,0.0130483,0.031499,0.0219135
PABPC1P8,0,0,0,0,0
CACNG5,0,0,0,0,0
RP11-565F19.2,0.150142,0.972528,0.809962,0.0818404,0.479926
ASNS,135.982,114.606,55.5533,68.5208,36.8426
CRYGB,0,0,0,0,0
RP11-445O3.3,0,0,0,0,0
RP11-313J2.1,1.65092,2.02579,1.75333,1.00848,1.20559
RP11-788A4.1,0,0,0,0,0
KRT84,0,0,0,0,0
ENSG00000231500,1575.26,1888.99,1946.03,1726.19,1721.47
CHMP4A,11.9108,13.1533,20.5495,11.3392,14.0112
IFRD2,53.1458,80.4932,78.4698,79.3778,52.0664
MBOAT2,23.4378,28.8822,29.3808,23.286,26.3895
VN2R19P,0,0,0,0,0
ATP5A1P2,0,0,0,0,0
RP1-41C23.4,0,0,0,0,0
LCE1C,0,0,0,0,0
CTD-2161F6.2,0,0,0,0,0
RP11-101B14.1,0,0,0,0,0
ARIH2OS,0.178167,0.30464,0.376075,0.116567,0.321858
MTND4P28,0,0,0,0,0
LINC02114,0,0,0,0,0
KB-1440D3.13,0,0,0,0.184155,0.237322
SLC25A15P1,0,0,0,0,0
MIR130B,0,0,0,0,0
CTD-2062A1.2,0,0,0.23378,0.194496,0.220372
MTND5P30,0,0,0,0,0
CTD-2318H23.1,0,0,0,0,0
RP11-445O3.2,0,0,0,0,0
NDUFAF3,18.7592,24.2,30.8182,33.2812,20.8211
UBE2D2,188.003,145.31,171.463,110.991,141.277
RP11-445O3.1,0,0,0,0,0
YPEL1,0.101865,0.103368,0.18742,0.277158,0.24792
CTD-2161F6.1,0,0,0,0,0
LCE1B,0,0,0,0,0
RP11-66B24.1,0.0866382,3.09e-13,0.0280297,0.1264,0.102312
MEX3A,1.21053,0.843142,0.668666,1.98655,0.726545
ATP5LP5,0,0,0,0,0
LETM1P2,0,0.0126525,0,0,0
PARP4P1,0.0194865,0.0666545,0.017464,0.0272295,0.0141565
HNRNPDLP4,0,0,0,0,0
CCNYL2,0.028694,0,0.0117646,0.0220253,0.0212265
LINC01595,0,0,0,0,0
TSPAN17,7.93517,24.3401,23.412,12.7347,16.2532
ZSCAN1,0,0,0,0,0
HNRNPA1P5,0,0,0,0,0
AC007078.4,0.0916902,0,0,0,0
RP11-66B24.4,0.0588898,0.156454,0.0894282,0.0940215,0.326463
FDPSP2,0,1.55e-73,0,0,0
COLGALT1,45.6379,56.9714,73.5597,81.5801,57.9588
RP11-94C24.11,0,0,0,0,0
FAM58CP,0,0,0,0,0
OLFM2,0.0694744,0.139611,0.211169,0.501754,0.113669
LCE1A,0,0,0,0,0
P2RY1,0.0612421,0.0690956,0.0360106,0.00456636,0.279926
RP5-1174N9.2,0,0,0,0.132405,0
RP4-803A2.1,0,0,0,0.0710549,0.160583
HMGN2P13,0,0,0,0,0
CACNA1G-AS1,0,0,0.0238889,0.0350353,0.0543624
TFAP2D,0,0,0,0.0175175,0
FASN,60.2864,26.3323,63.1788,101.707,74.3636
LCE6A,0,0,0,0,0
RP11-178A10.3,0,0,0,0,0
SULT2A1,0,0,0,0,0
AC003101.1,0,0,0,0.081312,0
AC104306.1,0,0,0,0,0
ENSG00000276907,0,0,0,0,0
CTB-22K21.2,0,0,0,0,0.0835799
RP1-41C23.1,0,0,0,0,0
LINC00839,0.0447184,0.0317741,0.0443291,0.128703,0
RP3-503A6.2,0,0,0,0,0
MDM1,5.63671,6.55074,7.32679,2.6886,9.89859
ENSG00000278116,0,0,0,0,0
NEDD8-MDP1,13.2092,9.44885,14.0185,13.793,13.6032
ENSG00000277835,0,0,0,0,0
RP11-529G21.3,0,0,0,0,0
KLHL7,37.439,30.3987,28.9347,31.9887,18.3582
SMCP,0,0,0,0,0
ZFP82,5.04229,8.30826,7.39655,4.90647,6.10911
ZNF37BP,1.94612,4.87355,5.1713,1.33745,3.53638
ENSG00000276820,0,0,0,0,0
RP11-77I22.4,0,0,0,0,0
GU182339.6,0,0,0,0,0
RP11-640A1.3,0,0,0,0,0
AMD1P2,0,0,0.0470766,0,0
PPP1R2,31.4038,27.2271,32.8362,26.8227,27.3391
GU182339.12,0,0,0,0,0
CLEC2B,13.8269,9.22805,4.79939,9.74537,10.5043
RFC5P1,0,0,0,0,0
RP11-361M4.1,0,0,0,0,0
ENSG00000276327,0,0,0,0,0
FCGR2B,0,0,0,0,0
ENSG00000275937,0,0,0,0,0
RP11-589M4.2,0,8.26263,12.7749,0,0
RP11-589M4.3,0,0,0,0,0
RPL32P9,0,0,0,0,0
ENSG00000278306,0,0,0,0,0
NYNRIN,0.0398352,0,0.193363,0.0054041,0.00904725
IVL,0,0,0,0,0
ANKRD36BP2,0,0,0,0,0
AL136419.6,0.231386,0.112096,0.172655,0.349378,0.508602
RP11-290C10.1,0,3.16e-268,9.73e-174,1.29e-70,2.45e-242
AK2,106.868,136.691,154.576,78.5678,76.8308
ENSG00000273850,0,0,0,0,0
ANKUB1,1.62e-185,0,6.42e-292,0,0.138626
RP11-529G21.2,0,0.430636,0,0,0
CTD-2046I8.1,0,0,0,0,0
UCP1,0,0,0,0,0
AF011889.2,0,0,0,0.0359652,0
ENSG00000240296,0,0,0,0,0
AF011889.5,6.17645,4.67038,9.98923,5.40632,11.6024
CHI3L1,0,0,0,0.0263365,0
CHRNA4,0,0,0.0245092,0,0
RAP2B,10.044,9.31536,8.69285,9.84738,6.86937
ENSG00000268223,0.321768,0.505404,0.686196,0.461129,0.238855
LINC00909,0.476388,1.42605,2.36455,0.591926,1.01717
NAT6,7.17237,5.22849,7.5752,17.5053,8.19147
CTD-2287O16.1,0.883073,0.639283,0.620882,0.63911,0.47657
CACNG4,0,0.0456363,0.127639,0.00715807,0.0577227
SNX1,36.9027,32.7701,37.6797,26.8334,28.2354
ENSG00000268714,0,0.19538,0.247849,7.83e-226,0
IDS,92.539,27.8615,33.4787,47.1945,61.7672
RP11-349A8.3,0,0,0,0,0
RP11-74H8.1,0,0,0,0,0
HNRNPA1P24,0,0,0,0,0
ZNF407,0.697007,1.40863,1.40462,0.823106,0.820888
BSPH1,0,0,0,0,0
RP11-5K16.3,0,0,0,0,0
RP11-805L22.1,0,0,0,0,0
LVRN,1.92727,0.390519,0.116671,0.878259,0.980433
CACNG1,0,0,0,0,0
PFN2,28.9935,32.0399,67.7224,25.299,66.0628
ENSG00000236675,0.806553,1.14012,0.666068,0.792391,0.883893
CTD-2247C11.2,0,0,0,0,0
RP11-751K21.1,0.101886,0,0,0,0
LSMEM2,0.0766178,0.144431,0.0287322,0.124661,0.0447081
RP11-486G15.1,0,0.0651217,0,0,0
RP11-805L22.2,0,0,0,0,0
AC093107.7,0.0887711,0.742588,0.915764,0.118736,0.0658498
VPS45,16.3556,26.7845,26.0543,17.9469,28.205
RP11-805L22.3,0.199072,0,0,0,0
RP3-495O10.1,0,0,0,0,0
RP11-244F12.2,4.16082,3.45476,5.8718,6.0878,8.58815
CTC-542B22.1,0,0,0,0,0
AC012361.1,0,0,0,0,0
CAHM,0.195681,0.147797,0.738327,0.11646,0.332114
RP11-244F12.3,0,2.89e-43,0.174705,0.115618,0.0546604
HYAL3,1.01901,1.87483,2.68967,3.64383,2.34141
RP11-102N12.2,0,0,0,0,0
RP11-116D2.1,0,0,0,0,0
MTPAP,22.8251,23.4606,20.1396,18.3903,14.9129
TNRC18P1,0.00949238,0.00802068,0,0.0147133,0
ENSG00000235857,0,0,0,0,0
TBC1D9,11.8763,18.9945,15.3885,13.0259,11.4681
PRKACB,8.33722,16.4069,10.7551,4.53387,8.86419
COPRS,50.5316,81.7688,74.8702,58.6491,53.1166
NCAPGP2,0,0.055571,0,0,0
RP11-143J24.1,0,0,0,0,0
ZNF491,0.256974,0.980504,0.880322,0.638501,0.460157
CTD-2022H16.3,0,0.0463611,0.0684889,0.0421148,0
FBN3,0,0,0,0,0
CTC-499B15.7,0,0,0,0,0
AP000487.5,0.666668,0.767249,0.512621,0.397553,0.209516
AC091633.3,0,0,0,0,0
RP5-898I4.1,0,0,0,0,0
RP11-644N4.1,0,0,0,0,0
RP11-261N11.8,0,0,0,0,0
AP000487.4,0,0,0,0.108179,0
CTA-797E19.2,0,0,0,0,1.25815
SLC13A4,0.38509,0.240307,0.49855,0.615464,0.0929774
COL5A3,0,0,0,0,0
PLPPR4,0,0,0,0,0
ALG6,10.9802,14.5699,14.7527,12.839,14.4702
CTTN,72.4378,108.331,109.698,81.9863,76.1311
SEH1L,39.1658,67.6363,69.212,45.0872,34.9426
LRIT2,0,0,0,0,0
GOLGA2P6,0,0,0,0,1.09e-73
RP11-679B19.2,0,0,0,0,0
OXCT2,0.0925699,0.0283739,0.0644271,0.0369652,0.0639868
SCGB1D5P,0,0,0,0,0
BMP8B,1.166,1.30613,0.934922,2.36885,1.74714
DNM1P17,0,0,0,0,0
KRT75,0,0,0,0,0
RP1-117O3.2,0,0.0149036,0,0,0
RP4-803A2.2,0.0882743,0.0424288,0.118892,0.0983095,0.174307
RAB40C,3.98413,1.90178,2.81868,5.26537,2.79525
CTD-2024I7.13,0,0,0,0.0122512,0.0259284
CTAGE11P,0,0.0124368,0,0,0
LINC01078,0,0,0,0,0
CT45A1,0,0,0,0,0
SNAI1P1,0,0,0,0,0
ENSG00000278729,0,0,0,0,0
RP11-25K21.1,0,0,0,0,0
CNFN,3.3677,2.44035,1.81615,3.99633,1.77829
LINC01936,0,0,0,0,0
DIAPH1,56.6935,66.6277,83.7376,40.297,59.603
AC104135.2,0,0,0,0,0
LINC01291,1.13575,4.46444,17.6477,0.762989,2.14929
UNC80,0,0.00545432,0,0.00189878,0
RP11-1020M18.10,0,0,0,0,0
RP11-182E7.1,0,0,0,0,0
KRT90P,0,0,0,0,0
LINC01293,0.578791,1.17901,6.32006,0.224811,0.414473
AK3P3,0.690501,0.693059,0.360751,0.563064,0.772798
SPDYE11,0,0,0,0,0
RNF6P1,0,0,0,0,0
PPIE,35.8613,34.6406,32.8662,29.9952,35.6452
RP11-467I17.1,0,0,0,0,0
CAMSAP1,10.3772,13.2328,13.5001,10.8979,8.24899
ZNF135,8.19e-67,1.33e-79,2.38e-103,6.55e-185,1.27e-124
NCBP2-AS2,8.62695,13.6403,13.1755,15.8368,13.1791
KIAA1324L,6.28436,6.09869,4.10337,5.57759,6.35752
FAM180A,0.310503,0,0.155995,0.054257,0
CH17-264B6.4,0,0,0,0,0
CRYGA,0,0,0,0,0
IDSP1,0,0,0,0,0
RP11-387H17.4,0,0,0,0,0
LINC00893,0.251898,0.374822,0.224351,0.635543,1.28829
MGAT2P1,0,0,0,0,0
MRPS34,43.0242,34.58,43.8074,52.2017,40.3356
MAF,0.0668317,0.0504428,0.0293745,0,0.0054561
NOL8P1,0.0118167,0.0211837,0.00972274,0,0.0173447
CH17-264B6.3,0,0,0,0,0
SPDYE9P,0,0,0,0,0
C7orf73,24.1416,33.288,21.9756,19.1616,15.8191
MGAT2P2,0,0,0,0,0
LAMTOR4,35.2843,26.4712,25.7466,41.534,24.6415
RP11-242O24.3,0,0,0,0,0
CT45A3,0,0,0,0,0
PIGZ,0.104589,0.439935,0.291912,0.488423,0.458957
LRRC3C,0,0,0,0,0
RP11-375B1.1,0,0,0,0,0
C2orf80,0,0,0,0,0
RP11-375B1.2,0,0,0,0,0
LRIT1,0,0,0,0,0
LINC01574,0,0,0,0,0
RP11-511B7.1,0,0,0,0,0
CTD-2553C6.1,0,0,0,0,0
BAG4,6.27125,7.28593,8.17741,7.70413,6.32623
RP11-70D24.3,0,0,0,0,0
PRSS56,0,0,0,0,0
LRRC14B,0,0,0,0,0
ENSG00000278074,0,0,0,0,0
AC093911.1,0,0,0,0,0
RP11-438L7.1,0,0,0,0,0
POLE4,31.9274,47.385,65.3448,24.5948,28.8379
ZSCAN18,14.9313,11.1742,16.9473,27.0477,25.2643
RP11-395N21.2,0,0,0,0,0
OR4A43P,0,0,0,0,0
CXorf40A,6.12811,4.93884,3.09026,4.20262,3.40651
TFAP2B,0,0,0,0,0
OR4A45P,0,0,0,0,0
PSMA2P1,0.0859346,0.0530468,0.0746544,0,0
ENSG00000174384,0,0,0,0,0
CT45A5,0,0,0,0,0
SPDYE10P,0,0,0,0,0
CTD-2028E8.1,0,0,0,0,0
STAR,0,0,0.0528288,0,0
WFIKKN1,0.0458436,0.0401949,0.0215079,0.0690843,0.0285892
CTD-2028E8.2,0,0,0,0,0
RP11-137O10.1,0,0,0,0,0
UNC13B,6.46229,9.12069,15.5571,6.45304,8.96605
DDX43P1,0,0,0,0,0
RP11-720D4.3,0,0,0,0,0
RP11-720D4.2,0,0,0,0,0.0126118
GSDMA,0,0,0,0,0
MTCYBP41,0,0,0,0,0
RP11-773H22.4,0.14367,0.706599,3.62e-13,4.35e-31,5.39e-16
RP11-665E10.1,0,0,0,0,0
AC068042.1,0,0,0,0,0
C7orf43,5.35016,6.17795,4.31424,8.69372,4.24147
RP11-31L22.3,0,0,0,0,0
ENSG00000280484,0,0,0,0,0
RP11-665E10.2,0,0,0,0,0
CTD-2083E4.7,0,0,0,0,0
CEACAM8,0,0,0,0,0
ZNF440,2.7627,4.68279,5.23044,2.39357,4.339
RP11-665E10.4,0,0,0,0,0
CTD-2022H16.1,0,0,0,0,0
RP11-539G18.3,0.31989,0.161846,0.116396,0.41087,0.0702666
RP11-665E10.3,0,0,0,0,0
ASB1,20.1968,13.4603,16.5011,24.5663,21.3168
ENSG00000280769,0,0,0,0,0
CAMSAP2,19.2607,18.443,19.4712,20.7551,19.0969
RP11-164N3.1,0,0,0,0,0
ASAP3,8.97047,9.47129,11.3218,11.3875,13.1775
RP11-70D24.2,0,0,0,0,0
RP11-164N3.2,0,0,0,0,0
RP11-70D24.4,0,0,0,0,0
CXCL17,0.106069,0,0.0577174,0,0
RP11-509J21.4,0,0,0,0,0
MPI,18.7511,19.8075,23.8037,21.2316,23.0051
LSM1,15.1041,20.9731,23.0454,15.2059,13.0766
RFX3-AS1,0.157806,0,0.039422,0.0879305,0
RP11-509J21.2,0,0,0,0,0
ENSG00000275276,0,0,0,0,0
LIPE,4.86666,2.77098,3.31764,3.26236,0.911437
ENSG00000280877,0,0,0,0,0
DPH3P2,0,0,0,0,0
ENSG00000281050,0,0,0,0,0
RAB38,4.84832,8.6231,6.55018,6.21293,5.30612
AC016999.2,0,0.164712,0.253992,0.147143,0.233213
CYP4F8,0,0,0,0,0
TNPO2,39.0017,46.6355,68.4982,57.3626,39.314
AC091633.2,0,0,0,0,0
AC090018.1,0,0,0,0,0
RP11-90P5.5,0,0,0,0,0
DAG1,31.4027,48.6524,66.9022,37.7743,69.6294
RP11-164N3.3,0,0,0,0,0
RP11-685B24.1,0,0,0,0,0
ASH2L,13.0504,16.2108,25.0866,11.1485,16.5888
PMS2,4.84735,6.34321,6.68534,3.4662,6.9024
LIPE-AS1,4.28601,1.27546,0.958044,3.02966,1.85177
ENSG00000226035,0,0,0,0,0
CTB-50E14.4,4.02e-10,0,0,4.33e-10,0
FAM134A,19.0579,28.7343,28.6096,32.3507,24.4162
RHBDF2,21.9509,27.4257,26.4467,24.9892,20.6114
CEACAMP1,0,0,0,0,0
CTSC,144.428,105.327,125.554,127.089,70.8879
SENP6,28.6356,43.189,35.1364,37.8677,33.802
PPFIA1,32.1667,40.8466,49.2879,34.9502,37.1813
CEACAMP2,0,0,0,0,0
USF3,2.00988,2.20378,1.95182,1.973,2.25438
SLC38A2,784.353,239.2,192.496,905.914,383.561
ENSG00000274942,0,0,0,0,0
AC010872.1,0,0,0,0,0
ENSG00000177628,32.5309,72.2681,73.8801,54.1058,56.7223
CEACAM1,0,0.768262,1.39559,0.00759763,0.115767
ENSG00000273518,0,0,0,0,0
APOB,0,0,0,0,0
RP1-144F13.4,0,0,0,0,0
RP13-188A5.1,0.0265664,0.157869,0.0691348,0.0421879,0.0495025
AC007383.4,0.108027,9.2e-177,0,5.77e-101,2.47e-66
RP11-54I5.1,0,0,0,0,0
CYP4F3,0,0,0,0,0
CTD-2199O4.1,0,0,0,0,0
CTD-3162L10.5,0,0,0,0,0
HADHAP2,0,0,0,0,0
ENSG00000196101,0,0,0,0,0
CTD-2199O4.4,0,0,0,0,1.2012
CTD-2199O4.5,0,0,0,0,0
NDUFS1,34.458,41.4147,45.5566,41.709,40.9585
CCDC130,11.9521,9.43356,15.5834,16.5335,13.5939
CTC-297N7.1,0,0.287407,0.0812449,0,0.0643471
MFAP5,0,0,0.0888478,0,0
IGKJ2,0,0,0,0,0
CTD-2199O4.7,0,0,0.011591,0,0
IGKJ3,0,0,0,0,0
CTD-2199O4.3,0,0,0.000417255,0,0
ENSG00000204528,0,0.430755,0,0,0.40494
IGKJ5,0,0,0,0,0
SF3A2,28.507,16.128,15.9688,28.2679,22.8328
CTD-2199O4.6,0,0,0.184265,0,0
IGKJ4,0,0,0,0,0
IGKC,0,0,0,0,0
CNPPD1,9.67565,11.6993,14.7308,13.3313,13.0875
RP11-63K6.1,0,0,0,0,0
AC096579.15,0,0,0,0,0
ENSG00000204531,0.132036,0.115423,0.0733534,0.163021,0.379127
LINC01527,0,0,0,0,0
HDAC3,39.1912,60.189,68.0234,25.2277,44.318
MDN1,2.5077,4.94839,3.27292,2.6408,4.21218
RP4-778K6.1,0.271387,0,0,0,0
SPRR4,0,0,0,0,0
RP11-708H21.1,0,0,0,0,0
OR4A41P,0,0,0,0,0
SRPK2,26.2161,26.8435,21.5647,24.7737,17.1382
GPR143,0,0,0.110358,0.0560492,0.375998
B4GALNT2,0,0.00252845,0,0.0365934,0.286429
APOL4,0,0.0245983,0,0,0
EIF4HP2,0.257844,0.104148,0.14619,0.384718,0.13337
TSPAN11,0.0450631,0,0.00485943,0,0.0325536
MTND5P5,0,0,0,0,0
OSBP2,0.840291,1.89,1.59152,1.26204,1.16379
BANK1,1.77902,1.44433,3.96365,4.34447,11.3296
ENSG00000204469,86.3674,83.9065,82.4324,107.129,95.9141
INHA,0.0359412,0.0279113,0.10322,0.125711,0
CCDC57,9.36097,7.27566,12.6179,12.6812,18.2174
